year,t1,t2,t3,t4,patch_row,patch_col,has_fire,valid_ratio
2019,20190322,20190407,20190423,20190509,224,160,1,1.0
2019,20190322,20190407,20190423,20190509,224,176,1,1.0
2019,20190322,20190407,20190423,20190509,224,192,1,1.0
2019,20190322,20190407,20190423,20190509,224,208,1,1.0
2019,20190322,20190407,20190423,20190509,224,224,1,1.0
2019,20190322,20190407,20190423,20190509,224,240,1,1.0
2019,20190322,20190407,20190423,20190509,224,256,1,1.0
2019,20190322,20190407,20190423,20190509,224,272,0,1.0
2019,20190322,20190407,20190423,20190509,224,288,0,1.0
2019,20190322,20190407,20190423,20190509,224,304,0,1.0
2019,20190322,20190407,20190423,20190509,224,320,1,1.0
2019,20190322,20190407,20190423,20190509,224,336,1,1.0
2019,20190322,20190407,20190423,20190509,224,352,1,1.0
2019,20190322,20190407,20190423,20190509,224,368,0,1.0
2019,20190322,20190407,20190423,20190509,224,384,0,1.0
2019,20190322,20190407,20190423,20190509,224,400,0,0.9931640625
2019,20190322,20190407,20190423,20190509,224,416,0,0.974609375
2019,20190322,20190407,20190423,20190509,224,432,0,0.931640625
2019,20190322,20190407,20190423,20190509,224,448,0,0.87890625
2019,20190322,20190407,20190423,20190509,224,464,0,0.9267578125
2019,20190322,20190407,20190423,20190509,224,480,0,0.9140625
2019,20190322,20190407,20190423,20190509,224,496,0,0.724609375
2019,20190322,20190407,20190423,20190509,224,512,0,0.7734375
2019,20190322,20190407,20190423,20190509,224,528,0,0.9267578125
2019,20190322,20190407,20190423,20190509,224,544,0,0.662109375
2019,20190322,20190407,20190423,20190509,240,144,1,0.8203125
2019,20190322,20190407,20190423,20190509,240,160,1,0.978515625
2019,20190322,20190407,20190423,20190509,240,176,1,1.0
2019,20190322,20190407,20190423,20190509,240,192,1,1.0
2019,20190322,20190407,20190423,20190509,240,208,1,1.0
2019,20190322,20190407,20190423,20190509,240,224,1,1.0
2019,20190322,20190407,20190423,20190509,240,240,1,1.0
2019,20190322,20190407,20190423,20190509,240,256,1,1.0
2019,20190322,20190407,20190423,20190509,240,272,0,1.0
2019,20190322,20190407,20190423,20190509,240,288,1,1.0
2019,20190322,20190407,20190423,20190509,240,304,1,1.0
2019,20190322,20190407,20190423,20190509,240,320,1,1.0
2019,20190322,20190407,20190423,20190509,240,336,1,1.0
2019,20190322,20190407,20190423,20190509,240,352,1,1.0
2019,20190322,20190407,20190423,20190509,240,368,0,1.0
2019,20190322,20190407,20190423,20190509,240,384,0,1.0
2019,20190322,20190407,20190423,20190509,240,400,0,1.0
2019,20190322,20190407,20190423,20190509,240,416,0,1.0
2019,20190322,20190407,20190423,20190509,240,432,0,1.0
2019,20190322,20190407,20190423,20190509,240,448,0,1.0
2019,20190322,20190407,20190423,20190509,240,464,0,1.0
2019,20190322,20190407,20190423,20190509,240,480,0,1.0
2019,20190322,20190407,20190423,20190509,240,496,0,0.974609375
2019,20190322,20190407,20190423,20190509,240,512,0,0.9716796875
2019,20190322,20190407,20190423,20190509,240,528,0,0.978515625
2019,20190322,20190407,20190423,20190509,240,544,0,0.8662109375
2019,20190322,20190407,20190423,20190509,240,560,0,0.7529296875
2019,20190322,20190407,20190423,20190509,240,576,0,0.765625
2019,20190322,20190407,20190423,20190509,240,592,0,0.658203125
2019,20190322,20190407,20190423,20190509,256,160,0,0.642578125
2019,20190322,20190407,20190423,20190509,256,176,1,0.8818359375
2019,20190322,20190407,20190423,20190509,256,192,1,0.9931640625
2019,20190322,20190407,20190423,20190509,256,208,1,1.0
2019,20190322,20190407,20190423,20190509,256,224,1,1.0
2019,20190322,20190407,20190423,20190509,256,240,1,1.0
2019,20190322,20190407,20190423,20190509,256,256,1,1.0
2019,20190322,20190407,20190423,20190509,256,272,1,1.0
2019,20190322,20190407,20190423,20190509,256,288,1,1.0
2019,20190322,20190407,20190423,20190509,256,304,1,1.0
2019,20190322,20190407,20190423,20190509,256,320,1,1.0
2019,20190322,20190407,20190423,20190509,256,336,1,1.0
2019,20190322,20190407,20190423,20190509,256,352,1,1.0
2019,20190322,20190407,20190423,20190509,256,368,0,1.0
2019,20190322,20190407,20190423,20190509,256,384,0,1.0
2019,20190322,20190407,20190423,20190509,256,400,0,1.0
2019,20190322,20190407,20190423,20190509,256,416,0,1.0
2019,20190322,20190407,20190423,20190509,256,432,0,1.0
2019,20190322,20190407,20190423,20190509,256,448,0,1.0
2019,20190322,20190407,20190423,20190509,256,464,0,1.0
2019,20190322,20190407,20190423,20190509,256,480,0,1.0
2019,20190322,20190407,20190423,20190509,256,496,0,1.0
2019,20190322,20190407,20190423,20190509,256,512,1,1.0
2019,20190322,20190407,20190423,20190509,256,528,1,1.0
2019,20190322,20190407,20190423,20190509,256,544,0,1.0
2019,20190322,20190407,20190423,20190509,256,560,0,1.0
2019,20190322,20190407,20190423,20190509,256,576,0,0.990234375
2019,20190322,20190407,20190423,20190509,256,592,0,0.9052734375
2019,20190322,20190407,20190423,20190509,256,608,0,0.794921875
2019,20190322,20190407,20190423,20190509,256,624,0,0.6728515625
2019,20190322,20190407,20190423,20190509,272,192,1,0.5908203125
2019,20190322,20190407,20190423,20190509,272,208,1,0.6201171875
2019,20190322,20190407,20190423,20190509,272,224,1,0.7568359375
2019,20190322,20190407,20190423,20190509,272,240,1,0.9423828125
2019,20190322,20190407,20190423,20190509,272,256,1,1.0
2019,20190322,20190407,20190423,20190509,272,272,1,1.0
2019,20190322,20190407,20190423,20190509,272,288,1,1.0
2019,20190322,20190407,20190423,20190509,272,304,1,1.0
2019,20190322,20190407,20190423,20190509,272,320,1,1.0
2019,20190322,20190407,20190423,20190509,272,336,1,1.0
2019,20190322,20190407,20190423,20190509,272,352,1,1.0
2019,20190322,20190407,20190423,20190509,272,368,0,1.0
2019,20190322,20190407,20190423,20190509,272,384,0,1.0
2019,20190322,20190407,20190423,20190509,272,400,0,1.0
2019,20190322,20190407,20190423,20190509,272,416,0,1.0
2019,20190322,20190407,20190423,20190509,272,432,0,1.0
2019,20190322,20190407,20190423,20190509,272,448,0,1.0
2019,20190322,20190407,20190423,20190509,272,464,0,1.0
2019,20190322,20190407,20190423,20190509,272,480,0,1.0
2019,20190322,20190407,20190423,20190509,272,496,1,1.0
2019,20190322,20190407,20190423,20190509,272,512,1,1.0
2019,20190322,20190407,20190423,20190509,272,528,1,1.0
2019,20190322,20190407,20190423,20190509,272,544,0,1.0
2019,20190322,20190407,20190423,20190509,272,560,0,1.0
2019,20190322,20190407,20190423,20190509,272,576,0,1.0
2019,20190322,20190407,20190423,20190509,272,592,1,1.0
2019,20190322,20190407,20190423,20190509,272,608,1,1.0
2019,20190322,20190407,20190423,20190509,272,624,0,0.9912109375
2019,20190322,20190407,20190423,20190509,272,640,0,0.787109375
2019,20190322,20190407,20190423,20190509,272,656,0,0.6591796875
2019,20190322,20190407,20190423,20190509,272,672,0,0.7001953125
2019,20190322,20190407,20190423,20190509,272,688,0,0.505859375
2019,20190322,20190407,20190423,20190509,272,720,0,0.6484375
2019,20190322,20190407,20190423,20190509,272,736,0,0.6806640625
2019,20190322,20190407,20190423,20190509,288,240,1,0.548828125
2019,20190322,20190407,20190423,20190509,288,256,1,0.7705078125
2019,20190322,20190407,20190423,20190509,288,272,1,0.8154296875
2019,20190322,20190407,20190423,20190509,288,288,1,0.8994140625
2019,20190322,20190407,20190423,20190509,288,304,1,1.0
2019,20190322,20190407,20190423,20190509,288,320,1,1.0
2019,20190322,20190407,20190423,20190509,288,336,1,1.0
2019,20190322,20190407,20190423,20190509,288,352,1,1.0
2019,20190322,20190407,20190423,20190509,288,368,1,1.0
2019,20190322,20190407,20190423,20190509,288,384,1,1.0
2019,20190322,20190407,20190423,20190509,288,400,1,1.0
2019,20190322,20190407,20190423,20190509,288,416,1,1.0
2019,20190322,20190407,20190423,20190509,288,432,1,1.0
2019,20190322,20190407,20190423,20190509,288,448,1,1.0
2019,20190322,20190407,20190423,20190509,288,464,1,1.0
2019,20190322,20190407,20190423,20190509,288,480,0,1.0
2019,20190322,20190407,20190423,20190509,288,496,1,1.0
2019,20190322,20190407,20190423,20190509,288,512,1,1.0
2019,20190322,20190407,20190423,20190509,288,528,1,1.0
2019,20190322,20190407,20190423,20190509,288,544,0,1.0
2019,20190322,20190407,20190423,20190509,288,560,0,1.0
2019,20190322,20190407,20190423,20190509,288,576,0,1.0
2019,20190322,20190407,20190423,20190509,288,592,1,1.0
2019,20190322,20190407,20190423,20190509,288,608,1,1.0
2019,20190322,20190407,20190423,20190509,288,624,1,1.0
2019,20190322,20190407,20190423,20190509,288,640,0,0.9853515625
2019,20190322,20190407,20190423,20190509,288,656,0,0.9755859375
2019,20190322,20190407,20190423,20190509,288,672,0,0.990234375
2019,20190322,20190407,20190423,20190509,288,688,0,0.904296875
2019,20190322,20190407,20190423,20190509,288,704,0,0.69921875
2019,20190322,20190407,20190423,20190509,288,720,0,0.765625
2019,20190322,20190407,20190423,20190509,288,736,0,0.8251953125
2019,20190322,20190407,20190423,20190509,288,752,0,0.609375
2019,20190322,20190407,20190423,20190509,288,768,0,0.51171875
2019,20190322,20190407,20190423,20190509,288,784,0,0.583984375
2019,20190322,20190407,20190423,20190509,288,800,0,0.669921875
2019,20190322,20190407,20190423,20190509,288,816,0,0.6103515625
2019,20190322,20190407,20190423,20190509,288,848,0,0.521484375
2019,20190322,20190407,20190423,20190509,288,864,0,0.5009765625
2019,20190322,20190407,20190423,20190509,304,288,1,0.6396484375
2019,20190322,20190407,20190423,20190509,304,304,1,0.986328125
2019,20190322,20190407,20190423,20190509,304,320,1,1.0
2019,20190322,20190407,20190423,20190509,304,336,1,1.0
2019,20190322,20190407,20190423,20190509,304,352,1,1.0
2019,20190322,20190407,20190423,20190509,304,368,1,1.0
2019,20190322,20190407,20190423,20190509,304,384,1,1.0
2019,20190322,20190407,20190423,20190509,304,400,1,1.0
2019,20190322,20190407,20190423,20190509,304,416,1,1.0
2019,20190322,20190407,20190423,20190509,304,432,1,0.98828125
2019,20190322,20190407,20190423,20190509,304,448,1,0.98828125
2019,20190322,20190407,20190423,20190509,304,464,1,1.0
2019,20190322,20190407,20190423,20190509,304,480,1,1.0
2019,20190322,20190407,20190423,20190509,304,496,1,1.0
2019,20190322,20190407,20190423,20190509,304,512,0,1.0
2019,20190322,20190407,20190423,20190509,304,528,0,1.0
2019,20190322,20190407,20190423,20190509,304,544,0,1.0
2019,20190322,20190407,20190423,20190509,304,560,0,1.0
2019,20190322,20190407,20190423,20190509,304,576,0,1.0
2019,20190322,20190407,20190423,20190509,304,592,0,1.0
2019,20190322,20190407,20190423,20190509,304,608,1,1.0
2019,20190322,20190407,20190423,20190509,304,624,1,1.0
2019,20190322,20190407,20190423,20190509,304,640,0,1.0
2019,20190322,20190407,20190423,20190509,304,656,0,1.0
2019,20190322,20190407,20190423,20190509,304,672,0,1.0
2019,20190322,20190407,20190423,20190509,304,688,0,0.9892578125
2019,20190322,20190407,20190423,20190509,304,704,0,0.9287109375
2019,20190322,20190407,20190423,20190509,304,720,0,0.923828125
2019,20190322,20190407,20190423,20190509,304,736,0,0.908203125
2019,20190322,20190407,20190423,20190509,304,752,0,0.8291015625
2019,20190322,20190407,20190423,20190509,304,768,0,0.8564453125
2019,20190322,20190407,20190423,20190509,304,784,0,0.9501953125
2019,20190322,20190407,20190423,20190509,304,800,0,0.9970703125
2019,20190322,20190407,20190423,20190509,304,816,0,0.935546875
2019,20190322,20190407,20190423,20190509,304,832,0,0.8701171875
2019,20190322,20190407,20190423,20190509,304,848,0,0.8798828125
2019,20190322,20190407,20190423,20190509,304,864,0,0.7705078125
2019,20190322,20190407,20190423,20190509,320,304,0,0.5234375
2019,20190322,20190407,20190423,20190509,320,320,1,0.615234375
2019,20190322,20190407,20190423,20190509,320,336,1,0.7490234375
2019,20190322,20190407,20190423,20190509,320,352,1,0.81640625
2019,20190322,20190407,20190423,20190509,320,368,0,0.689453125
2019,20190322,20190407,20190423,20190509,320,384,0,0.6396484375
2019,20190322,20190407,20190423,20190509,320,400,0,0.7705078125
2019,20190322,20190407,20190423,20190509,320,416,1,0.7685546875
2019,20190322,20190407,20190423,20190509,320,432,1,0.611328125
2019,20190322,20190407,20190423,20190509,320,448,1,0.634765625
2019,20190322,20190407,20190423,20190509,320,464,1,0.837890625
2019,20190322,20190407,20190423,20190509,320,480,1,0.9697265625
2019,20190322,20190407,20190423,20190509,320,496,1,0.9990234375
2019,20190322,20190407,20190423,20190509,320,512,0,1.0
2019,20190322,20190407,20190423,20190509,320,528,0,1.0
2019,20190322,20190407,20190423,20190509,320,544,0,1.0
2019,20190322,20190407,20190423,20190509,320,560,0,1.0
2019,20190322,20190407,20190423,20190509,320,576,1,1.0
2019,20190322,20190407,20190423,20190509,320,592,1,1.0
2019,20190322,20190407,20190423,20190509,320,608,1,1.0
2019,20190322,20190407,20190423,20190509,320,624,1,1.0
2019,20190322,20190407,20190423,20190509,320,640,0,1.0
2019,20190322,20190407,20190423,20190509,320,656,0,1.0
2019,20190322,20190407,20190423,20190509,320,672,0,1.0
2019,20190322,20190407,20190423,20190509,320,688,0,1.0
2019,20190322,20190407,20190423,20190509,320,704,0,1.0
2019,20190322,20190407,20190423,20190509,320,720,0,1.0
2019,20190322,20190407,20190423,20190509,320,736,0,1.0
2019,20190322,20190407,20190423,20190509,320,752,0,0.9990234375
2019,20190322,20190407,20190423,20190509,320,768,0,0.9990234375
2019,20190322,20190407,20190423,20190509,320,784,0,1.0
2019,20190322,20190407,20190423,20190509,320,800,0,0.998046875
2019,20190322,20190407,20190423,20190509,320,816,0,0.994140625
2019,20190322,20190407,20190423,20190509,320,832,0,0.99609375
2019,20190322,20190407,20190423,20190509,320,848,0,1.0
2019,20190322,20190407,20190423,20190509,320,864,0,0.9140625
2019,20190322,20190407,20190423,20190509,336,496,0,0.68359375
2019,20190322,20190407,20190423,20190509,336,512,0,0.9228515625
2019,20190322,20190407,20190423,20190509,336,528,0,1.0
2019,20190322,20190407,20190423,20190509,336,544,0,1.0
2019,20190322,20190407,20190423,20190509,336,560,0,1.0
2019,20190322,20190407,20190423,20190509,336,576,1,1.0
2019,20190322,20190407,20190423,20190509,336,592,1,1.0
2019,20190322,20190407,20190423,20190509,336,608,0,1.0
2019,20190322,20190407,20190423,20190509,336,624,0,1.0
2019,20190322,20190407,20190423,20190509,336,640,0,1.0
2019,20190322,20190407,20190423,20190509,336,656,1,1.0
2019,20190322,20190407,20190423,20190509,336,672,1,1.0
2019,20190322,20190407,20190423,20190509,336,688,0,1.0
2019,20190322,20190407,20190423,20190509,336,704,0,1.0
2019,20190322,20190407,20190423,20190509,336,720,0,1.0
2019,20190322,20190407,20190423,20190509,336,736,0,1.0
2019,20190322,20190407,20190423,20190509,336,752,0,1.0
2019,20190322,20190407,20190423,20190509,336,768,0,1.0
2019,20190322,20190407,20190423,20190509,336,784,0,1.0
2019,20190322,20190407,20190423,20190509,336,800,0,1.0
2019,20190322,20190407,20190423,20190509,336,816,0,1.0
2019,20190322,20190407,20190423,20190509,336,832,0,1.0
2019,20190322,20190407,20190423,20190509,336,848,1,1.0
2019,20190322,20190407,20190423,20190509,336,864,1,0.9462890625
2019,20190322,20190407,20190423,20190509,352,512,0,0.8125
2019,20190322,20190407,20190423,20190509,352,528,0,1.0
2019,20190322,20190407,20190423,20190509,352,544,0,1.0
2019,20190322,20190407,20190423,20190509,352,560,0,1.0
2019,20190322,20190407,20190423,20190509,352,576,0,1.0
2019,20190322,20190407,20190423,20190509,352,592,0,1.0
2019,20190322,20190407,20190423,20190509,352,608,0,1.0
2019,20190322,20190407,20190423,20190509,352,624,0,1.0
2019,20190322,20190407,20190423,20190509,352,640,0,1.0
2019,20190322,20190407,20190423,20190509,352,656,1,1.0
2019,20190322,20190407,20190423,20190509,352,672,1,1.0
2019,20190322,20190407,20190423,20190509,352,688,0,1.0
2019,20190322,20190407,20190423,20190509,352,704,0,1.0
2019,20190322,20190407,20190423,20190509,352,720,0,1.0
2019,20190322,20190407,20190423,20190509,352,736,0,1.0
2019,20190322,20190407,20190423,20190509,352,752,0,1.0
2019,20190322,20190407,20190423,20190509,352,768,0,1.0
2019,20190322,20190407,20190423,20190509,352,784,0,1.0
2019,20190322,20190407,20190423,20190509,352,800,0,1.0
2019,20190322,20190407,20190423,20190509,352,816,0,1.0
2019,20190322,20190407,20190423,20190509,352,832,0,1.0
2019,20190322,20190407,20190423,20190509,352,848,1,1.0
2019,20190322,20190407,20190423,20190509,352,864,1,0.87109375
2019,20190322,20190407,20190423,20190509,368,512,0,0.5576171875
2019,20190322,20190407,20190423,20190509,368,528,0,0.826171875
2019,20190322,20190407,20190423,20190509,368,544,0,0.962890625
2019,20190322,20190407,20190423,20190509,368,560,0,1.0
2019,20190322,20190407,20190423,20190509,368,576,0,1.0
2019,20190322,20190407,20190423,20190509,368,592,0,1.0
2019,20190322,20190407,20190423,20190509,368,608,0,1.0
2019,20190322,20190407,20190423,20190509,368,624,0,1.0
2019,20190322,20190407,20190423,20190509,368,640,0,1.0
2019,20190322,20190407,20190423,20190509,368,656,0,1.0
2019,20190322,20190407,20190423,20190509,368,672,0,1.0
2019,20190322,20190407,20190423,20190509,368,688,0,1.0
2019,20190322,20190407,20190423,20190509,368,704,0,1.0
2019,20190322,20190407,20190423,20190509,368,720,0,1.0
2019,20190322,20190407,20190423,20190509,368,736,0,1.0
2019,20190322,20190407,20190423,20190509,368,752,0,1.0
2019,20190322,20190407,20190423,20190509,368,768,0,1.0
2019,20190322,20190407,20190423,20190509,368,784,0,1.0
2019,20190322,20190407,20190423,20190509,368,800,0,1.0
2019,20190322,20190407,20190423,20190509,368,816,0,1.0
2019,20190322,20190407,20190423,20190509,368,832,0,1.0
2019,20190322,20190407,20190423,20190509,368,848,0,1.0
2019,20190322,20190407,20190423,20190509,368,864,0,0.896484375
2019,20190322,20190407,20190423,20190509,384,544,0,0.587890625
2019,20190322,20190407,20190423,20190509,384,560,0,0.8505859375
2019,20190322,20190407,20190423,20190509,384,576,0,0.986328125
2019,20190322,20190407,20190423,20190509,384,592,0,0.8935546875
2019,20190322,20190407,20190423,20190509,384,608,0,0.8095703125
2019,20190322,20190407,20190423,20190509,384,624,0,0.904296875
2019,20190322,20190407,20190423,20190509,384,640,0,1.0
2019,20190322,20190407,20190423,20190509,384,656,0,1.0
2019,20190322,20190407,20190423,20190509,384,672,0,1.0
2019,20190322,20190407,20190423,20190509,384,688,0,1.0
2019,20190322,20190407,20190423,20190509,384,704,0,1.0
2019,20190322,20190407,20190423,20190509,384,720,0,1.0
2019,20190322,20190407,20190423,20190509,384,736,0,1.0
2019,20190322,20190407,20190423,20190509,384,752,0,1.0
2019,20190322,20190407,20190423,20190509,384,768,0,1.0
2019,20190322,20190407,20190423,20190509,384,784,0,1.0
2019,20190322,20190407,20190423,20190509,384,800,0,1.0
2019,20190322,20190407,20190423,20190509,384,816,0,1.0
2019,20190322,20190407,20190423,20190509,384,832,0,1.0
2019,20190322,20190407,20190423,20190509,384,848,0,1.0
2019,20190322,20190407,20190423,20190509,384,864,0,0.9873046875
2019,20190322,20190407,20190423,20190509,384,880,0,0.7392578125
2019,20190322,20190407,20190423,20190509,400,576,0,0.5361328125
2019,20190322,20190407,20190423,20190509,400,624,0,0.703125
2019,20190322,20190407,20190423,20190509,400,640,0,0.9765625
2019,20190322,20190407,20190423,20190509,400,656,0,0.96484375
2019,20190322,20190407,20190423,20190509,400,672,0,0.98828125
2019,20190322,20190407,20190423,20190509,400,688,0,1.0
2019,20190322,20190407,20190423,20190509,400,704,0,1.0
2019,20190322,20190407,20190423,20190509,400,720,0,1.0
2019,20190322,20190407,20190423,20190509,400,736,0,1.0
2019,20190322,20190407,20190423,20190509,400,752,0,1.0
2019,20190322,20190407,20190423,20190509,400,768,0,1.0
2019,20190322,20190407,20190423,20190509,400,784,0,1.0
2019,20190322,20190407,20190423,20190509,400,800,0,1.0
2019,20190322,20190407,20190423,20190509,400,816,0,1.0
2019,20190322,20190407,20190423,20190509,400,832,0,1.0
2019,20190322,20190407,20190423,20190509,400,848,0,1.0
2019,20190322,20190407,20190423,20190509,400,864,0,1.0
2019,20190322,20190407,20190423,20190509,400,880,0,0.880859375
2019,20190322,20190407,20190423,20190509,416,640,0,0.541015625
2019,20190322,20190407,20190423,20190509,416,672,0,0.546875
2019,20190322,20190407,20190423,20190509,416,688,0,0.6298828125
2019,20190322,20190407,20190423,20190509,416,704,0,0.7861328125
2019,20190322,20190407,20190423,20190509,416,720,0,0.9501953125
2019,20190322,20190407,20190423,20190509,416,736,0,1.0
2019,20190322,20190407,20190423,20190509,416,752,0,0.9306640625
2019,20190322,20190407,20190423,20190509,416,768,0,0.904296875
2019,20190322,20190407,20190423,20190509,416,784,0,0.9736328125
2019,20190322,20190407,20190423,20190509,416,800,0,1.0
2019,20190322,20190407,20190423,20190509,416,816,0,1.0
2019,20190322,20190407,20190423,20190509,416,832,0,1.0
2019,20190322,20190407,20190423,20190509,416,848,0,1.0
2019,20190322,20190407,20190423,20190509,416,864,0,1.0
2019,20190322,20190407,20190423,20190509,416,880,0,0.7998046875
2019,20190322,20190407,20190423,20190509,432,720,0,0.5283203125
2019,20190322,20190407,20190423,20190509,432,736,0,0.634765625
2019,20190322,20190407,20190423,20190509,432,784,0,0.744140625
2019,20190322,20190407,20190423,20190509,432,800,0,0.8056640625
2019,20190322,20190407,20190423,20190509,432,816,0,0.7734375
2019,20190322,20190407,20190423,20190509,432,832,0,0.7802734375
2019,20190322,20190407,20190423,20190509,432,848,0,0.6953125
2019,20190322,20190407,20190423,20190509,432,864,0,0.7314453125
2019,20190322,20190407,20190423,20190509,432,880,0,0.5546875
2019,20190407,20190423,20190509,20190525,16,160,0,0.5615234375
2019,20190407,20190423,20190509,20190525,32,144,0,0.650390625
2019,20190407,20190423,20190509,20190525,32,160,0,0.6982421875
2019,20190407,20190423,20190509,20190525,32,176,0,0.6396484375
2019,20190407,20190423,20190509,20190525,32,192,0,0.576171875
2019,20190407,20190423,20190509,20190525,48,64,0,0.6708984375
2019,20190407,20190423,20190509,20190525,48,80,0,0.693359375
2019,20190407,20190423,20190509,20190525,48,128,0,0.515625
2019,20190407,20190423,20190509,20190525,48,144,0,0.51171875
2019,20190407,20190423,20190509,20190525,48,160,0,0.6884765625
2019,20190407,20190423,20190509,20190525,48,176,0,0.91796875
2019,20190407,20190423,20190509,20190525,48,192,0,0.9306640625
2019,20190407,20190423,20190509,20190525,48,208,0,0.7607421875
2019,20190407,20190423,20190509,20190525,48,224,0,0.55859375
2019,20190407,20190423,20190509,20190525,64,48,0,0.8173828125
2019,20190407,20190423,20190509,20190525,64,64,0,0.97265625
2019,20190407,20190423,20190509,20190525,64,80,0,0.919921875
2019,20190407,20190423,20190509,20190525,64,96,0,0.7724609375
2019,20190407,20190423,20190509,20190525,64,112,0,0.7578125
2019,20190407,20190423,20190509,20190525,64,128,0,0.802734375
2019,20190407,20190423,20190509,20190525,64,144,0,0.5966796875
2019,20190407,20190423,20190509,20190525,64,160,0,0.671875
2019,20190407,20190423,20190509,20190525,64,176,0,0.935546875
2019,20190407,20190423,20190509,20190525,64,192,0,0.98828125
2019,20190407,20190423,20190509,20190525,64,208,0,0.9609375
2019,20190407,20190423,20190509,20190525,64,224,0,0.8466796875
2019,20190407,20190423,20190509,20190525,64,240,0,0.6044921875
2019,20190407,20190423,20190509,20190525,64,256,0,0.51953125
2019,20190407,20190423,20190509,20190525,80,32,0,0.7021484375
2019,20190407,20190423,20190509,20190525,80,48,0,1.0
2019,20190407,20190423,20190509,20190525,80,64,1,1.0
2019,20190407,20190423,20190509,20190525,80,80,1,0.998046875
2019,20190407,20190423,20190509,20190525,80,96,0,0.982421875
2019,20190407,20190423,20190509,20190525,80,112,0,0.9794921875
2019,20190407,20190423,20190509,20190525,80,128,0,0.9892578125
2019,20190407,20190423,20190509,20190525,80,144,0,0.865234375
2019,20190407,20190423,20190509,20190525,80,160,0,0.8623046875
2019,20190407,20190423,20190509,20190525,80,176,0,0.9912109375
2019,20190407,20190423,20190509,20190525,80,192,0,1.0
2019,20190407,20190423,20190509,20190525,80,208,0,1.0
2019,20190407,20190423,20190509,20190525,80,224,0,0.9365234375
2019,20190407,20190423,20190509,20190525,80,240,0,0.80859375
2019,20190407,20190423,20190509,20190525,80,256,0,0.796875
2019,20190407,20190423,20190509,20190525,80,272,0,0.7412109375
2019,20190407,20190423,20190509,20190525,80,288,0,0.517578125
2019,20190407,20190423,20190509,20190525,96,32,1,0.8447265625
2019,20190407,20190423,20190509,20190525,96,48,1,1.0
2019,20190407,20190423,20190509,20190525,96,64,1,1.0
2019,20190407,20190423,20190509,20190525,96,80,1,1.0
2019,20190407,20190423,20190509,20190525,96,96,0,1.0
2019,20190407,20190423,20190509,20190525,96,112,0,1.0
2019,20190407,20190423,20190509,20190525,96,128,1,1.0
2019,20190407,20190423,20190509,20190525,96,144,1,0.9892578125
2019,20190407,20190423,20190509,20190525,96,160,0,0.9892578125
2019,20190407,20190423,20190509,20190525,96,176,0,1.0
2019,20190407,20190423,20190509,20190525,96,192,0,1.0
2019,20190407,20190423,20190509,20190525,96,208,0,1.0
2019,20190407,20190423,20190509,20190525,96,224,0,1.0
2019,20190407,20190423,20190509,20190525,96,240,0,0.951171875
2019,20190407,20190423,20190509,20190525,96,256,0,0.8427734375
2019,20190407,20190423,20190509,20190525,96,272,0,0.755859375
2019,20190407,20190423,20190509,20190525,96,288,0,0.7490234375
2019,20190407,20190423,20190509,20190525,96,304,0,0.830078125
2019,20190407,20190423,20190509,20190525,96,320,0,0.818359375
2019,20190407,20190423,20190509,20190525,96,336,0,0.671875
2019,20190407,20190423,20190509,20190525,112,16,1,0.5380859375
2019,20190407,20190423,20190509,20190525,112,32,1,0.984375
2019,20190407,20190423,20190509,20190525,112,48,1,1.0
2019,20190407,20190423,20190509,20190525,112,64,1,1.0
2019,20190407,20190423,20190509,20190525,112,80,1,1.0
2019,20190407,20190423,20190509,20190525,112,96,1,1.0
2019,20190407,20190423,20190509,20190525,112,112,0,1.0
2019,20190407,20190423,20190509,20190525,112,128,1,1.0
2019,20190407,20190423,20190509,20190525,112,144,1,1.0
2019,20190407,20190423,20190509,20190525,112,160,0,1.0
2019,20190407,20190423,20190509,20190525,112,176,0,1.0
2019,20190407,20190423,20190509,20190525,112,192,0,1.0
2019,20190407,20190423,20190509,20190525,112,208,0,1.0
2019,20190407,20190423,20190509,20190525,112,224,0,1.0
2019,20190407,20190423,20190509,20190525,112,240,0,0.95703125
2019,20190407,20190423,20190509,20190525,112,256,0,0.794921875
2019,20190407,20190423,20190509,20190525,112,272,0,0.6474609375
2019,20190407,20190423,20190509,20190525,112,288,0,0.6396484375
2019,20190407,20190423,20190509,20190525,112,304,0,0.7548828125
2019,20190407,20190423,20190509,20190525,112,320,0,0.8857421875
2019,20190407,20190423,20190509,20190525,112,336,0,0.927734375
2019,20190407,20190423,20190509,20190525,112,352,0,0.7529296875
2019,20190407,20190423,20190509,20190525,128,16,1,0.6201171875
2019,20190407,20190423,20190509,20190525,128,32,1,0.9912109375
2019,20190407,20190423,20190509,20190525,128,48,1,1.0
2019,20190407,20190423,20190509,20190525,128,64,1,1.0
2019,20190407,20190423,20190509,20190525,128,80,1,1.0
2019,20190407,20190423,20190509,20190525,128,96,1,1.0
2019,20190407,20190423,20190509,20190525,128,112,1,1.0
2019,20190407,20190423,20190509,20190525,128,128,1,1.0
2019,20190407,20190423,20190509,20190525,128,144,0,1.0
2019,20190407,20190423,20190509,20190525,128,160,0,1.0
2019,20190407,20190423,20190509,20190525,128,176,0,1.0
2019,20190407,20190423,20190509,20190525,128,192,0,1.0
2019,20190407,20190423,20190509,20190525,128,208,0,1.0
2019,20190407,20190423,20190509,20190525,128,224,0,1.0
